Reference	ID	Tags	Quote	Occurrence	Question	Response
39:1-12	e7ab	summary				When Jesus was arrested and tried, everyone who should have defended him turned against him instead. The religious leaders rejected the Messiah that God sent to them. Peter denied that he knew Jesus. And Pilate ordered his soldiers to crucify Jesus even though he knew that Jesus was innocent. But God used all of these evil things to accomplish his plan. He wanted Jesus to die in order to make a way for God to forgive sinners. And Jesus was willing to die in order to accomplish God’s plan.
40:2	a922	meaning			What did the soldiers force Jesus to carry?	They forced him to carry the cross on which he would die (See: [40:2](40/02)).
40:2	o0wf	meaning			What did Jesus ask his Father to do for the soldiers who crucified him?	He asked his Father to forgive them, for they did not understand what they were doing (See: [40:2](40/02)).
40:2	wmtn	meaning			What did the sign above Jesus’ head say?	The sign said **King of the Jews** (See: [40:2](40/02)).
40:4	krzl	meaning			What did Jesus promise to the robber who asked Jesus to remember him?	Jesus promised him that he would be with Jesus that very day in Paradise (See: [40:4](40/04)).
40:5	qd19	meaning			What did the Jewish leaders and people in the crowd tell Jesus to do so that they might believe in him?	They told Jesus to come down from the cross and to save himself (See: [40:5](40/05)).
40:6	puoq	meaning			What happened to the sky as Jesus was on the cross?	The sky became completely dark for three hours in the middle of the day (See: [40:6](40/06)).
40:7	exkq	meaning			What did Jesus cry out to his Father as he died?	He said that it was finished, and gave his spirit into his Father’s hands (See: [40:7](40/07)).
40:7	a4f4	meaning			What happened to the curtain in the Temple when Jesus died?	The curtain was torn in two from the top to the bottom (See: [40:7](40/07)).
40:8	tuje	meaning			What did the the Roman soldier say about Jesus when he died?	The soldier said the Jesus was certainly innocent, and that he was the Son of God (See: [40:8](40/08)).
40:9	qayi	meaning			Who buried Jesus?	Two Jewish leaders named Joseph and Nicodemus buried Jesus (See: [40:9](40/09)).
40:9	r8n3	meaning			How did Joseph close the tomb?	He rolled a large stone in front of the tomb to block the entrance (See: [40:9](40/09)).
40:2	xgr9	application			Why do you think Jesus said the soldiers did not know what they were doing?	The soldiers were Romans who did not know very much about the Jewish religion. They probably thought Jesus was an ordinary criminal, and they treated him as one.
40:3	uy7z	application			They soldiers gambled for Jesus’ clothing. Why does that help us believe Jesus was the Messiah?	This action was one of many things that the scriptures, written hundreds of years before, said they would do to the Messiah. All these prophesies were fulfilled in Jesus.
40:4	i5pt	application			Jesus told the robber who repented that he would be with Jesus in Paradise that day. What does that tell us about the way to enter into heaven?	The robber did not perform a single good deed. Instead, he simply confessed that he was a sinner, and asked Jesus to remember him in the kingdom. As a result, Jesus promised that he would be in Paradise (that is, heaven) that same day. The way to enter into heaven is to believe in Jesus.
40:5	fzbu	application			Why do you think Jesus did not come down from the cross and save himself when the people asked him to?	The people who told Jesus to come down from the cross did not want to believe in him. They were only mocking him. They did not realize that he had the power to come down from the cross. But he came to earth to die for sinners. That was the will of his Father. He had to stay on the cross and give up his own life in order to make it possible for God to forgive other people who believed in Jesus.
40:7	o1hl	application			What was finished when Jesus cried out?	When Jesus cried out, “It is finished!” he wanted to say that he had finished paying the penalty for the sins of everyone in the world. It was now possible for God to forgive those who repented and trusted in Jesus. People no longer needed to die for their own sins.
40:7	ems9	application			Why was the curtain of the Temple torn from top to bottom?	The curtain of the Temple prevented people from seeing or entering into the most holy place in the Temple where God was. God in heaven above tore the curtain from the top to the bottom when Jesus died. He did this to show that Jesus had opened a way for man to approach God through the sacrifice of Jesus.
40:8	tsaq	application			Why did the soldier say that Jesus was innocent, and the Son of God?	The Roman soldier had probably executed hundreds of criminals. He recognized that Jesus did not act like a criminal. Instead, he was a good man who asked his Father to forgive the soldiers, and who spoke kindly to the robber who repented. Furthermore, the miraculous signs that happened when Jesus died convinced the soldier that Jesus was not just a man—he was the Son of God.
40:1-9	suof	summary				Jesus suffered greatly as he died. The soldiers mocked and mistreated him. The religious leaders and the crowd mocked him. Even one of the robbers on a cross beside him mocked him. Despite this, Jesus remained on the cross and suffered in order to make a way for God to forgive sinners. He was willing to die in order to obey his Father and finish the task that he came to do. One of the robbers understood this, and went to heaven with Jesus. One of the soldiers also saw that Jesus was truly the Son of God. And two of the religious leaders believed in Jesus and honored him by burying his body. God was honored even through the death of his Son.
41:1	q7tl	meaning			What were the Jewish leaders afraid the disciples would do with the body of Jesus?	They were afraid the disciples would steal Jesus’ body and say he had risen from the dead (See: [41:1](41/01)).
41:2	yjzu	meaning			How did Pilate make sure the disciples could not steal Jesus’ body?	Pilate let them placed a seal on the entrance of the tomb, and also stationed some soliders there to guard it. (See: [41:2](41/02)).
41:3	oria	meaning			When did the women come to the tomb?	The women came to the tomb after the Sabbath day was over (See: [41:3](41/03)).
41:3	x3ho	meaning			What did the woman plan to do at the tomb?	The women wanted to put more spices on Jesus’ body (See: [41:3](41/03)).
41:4	sx58	meaning			Who rolled the stone away from the tomb?	An angel from heaven rolled the stone away from the tomb (See: [41:4](41/04)).
41:4	r7d7	meaning			What did the soldiers do when they saw the angel?	The soldiers were so afraid that they fell to the ground like dead men (See: [41:4](41/04)).
41:5	yjax	meaning			What did the angel tell the women had happened to Jesus?	The angel told them that Jesus was not there, but that he had risen from the dead (See: [41:5](41/05)).
41:6	grcx	meaning			What did the angel tell the women to say to the disciples?	He told them to tell the disciples that Jesus had risen from the dead, and would go ahead of them to Galilee (See: [41:6](41/06)).
41:8	xfix	meaning			What did the women do when Jesus appeared to them as they were on their way?	The woman fell down and worshiped Jesus (See: [41:8](41/08)).
41:1	c5pd	application			Who was it that remembered Jesus’ promise to rise from the dead in three days?	It is surprising that the disciples did not remember the Jesus said he would rise from the dead in three days. Instead, it was the unbelieving Jewish leaders who remembered what he said. They did not believe him, but they did remember his words. The disciples should have remembered.
41:2-4	htc1	application			Were the soldiers able to prevent the tomb from opening?	The Roman soldiers were the best soldiers of that time. However, they could not stand against the single angel that God sent to open the tomb. The strongest military force could not stop God from doing what he planned to do. When the angel appeared, they fell down like dead men.
41:5-6	ta7g	application			How did the angel treat the women who came to the tomb?	The angel knew that the women had come to honor Jesus by putting spices on his body. Therefore, the angel spoke kindly to them and told them not to be afraid. He showed them the empty tomb, and told them that Jesus would meet them in Galilee.
41:8	gxy0	application			Why do you think Jesus met the women, when he told them the same thing as the angel?	Jesus did not need to appear to the women. The angel had already told them that he was alive and would meet the disciples in Galilee. But Jesus also knew that the women had come to honor him. Perhaps he appears to them for that reason, so he could honor them for coming to serve him. The women were therefore the first people to see Jesus after he became alive again.
41:1-8	eg8u	summary				Jesus had told the disciples and other people the he would become alive again after three days. Surprisingly, the disciples did not remember this, nor come to the tomb to see if he would rise again. Only the women came, and even they did not expect Jesus to be alive. The only people who seemed to remember that he promised to rise again were the unbelieving religious leaders. They remembered what Jesus said, and tried to stop people from believing that he would rise from the dead. They posted soldiers to make sure his body remained in the tomb. But they could not stop the plan of God. An angel struck down the soldiers, and Jesus rose with power.
42:1	fe8f	meaning			What were the two disciples talking about as they went to a nearby town?	They were talking about what had happened to Jesus. The women had said Jesus was alive, so they did not know what to believe (See: [42:1](42/01)).
42:2	ohu6	meaning			Who did the disciples think Jesus was?	They thought he was a foreigner who did not know what had happened in Jerusalem (See: [42:2](42/02)).
42:3	dt1n	meaning			What did Jesus explain to the two disciples?	Jesus explained what God’s word said about the Messiah—how he would suffer and die, and then rise again on the third day (See: [42:3](42/03)).
42:4	p1ai	meaning			When did the two disciples to recognize Jesus?	They recognized him when he broke the bread with them (See: [42:4](42/04)).
42:5	hn2j	meaning			How did Jesus convince the disciples in Jerusalem that he was not a ghost?	He showed them his hands and feet, and then ate a piece of fish before them (See: [42:5](42/05)).
42:8	i0tz	meaning			What is the message that the prophets said Jesus’ disciples would proclaim?	They would tell everyone to repent so God will forgive their sins. They would tell this to people everywhere, starting in Jerusalem (See: [42:8](42/08)).
42:9	we6e	meaning			How many people saw Jesus at one time after he rose from the dead?	More than 500 people saw him at the same time (See: [42:9](42/09)).
42:10	l47r	meaning			What did Jesus command his disciples to do?	He told them to make disciples in all people groups, and to baptize them and to teach them to obey everything that he had commanded them (See: [42:10](42/10)).
42:11	xlns	meaning			Where did Jesus go 40 days after he rose from the dead?	Jesus went up to heaven and sat down at the right hand of God to rule over all things (See: [42:11](42/11)).
42:1-2	p627	application			Why do you think the two disciples on the road did not believe that Jesus had risen from the dead?	They had thought Jesus was the Messiah, so it was very difficult and discouraging for them when he died. Perhaps they did not want to believe the report from the women so that they would not be disappointed again if Jesus was not really alive.
42:2	vihl	application			Why do you think the two disciples did not recognize Jesus?	It seems as if Jesus prevented the two disciples from recognizing him. Perhaps he wanted them to believe the things the prophets had written about him in God’s word before he revealed himself to them. From the time Jesus went back to heaven, people have not been able to see him, and must believe in him because of what God’s word says about him.
42:6	q6l8	application			Why did the disciples in Jerusalem not believe Jesus was alive when he first appeared to them?	Jesus had told the disciples that he would become alive again after three days. The woman had also seen him alive at the tomb and told the disciples. And the two disciples who saw Jesus on the road told them that Jesus was alive. Even so, when Jesus appeared among them in the room, they thought he was a ghost. It is amazing that they did not believe he was alive even with so much proof. They only understood clearly after Jesus explained to them the things written about him in God’s word.
42:8	qiol	application			What must people do in order for God to forgive them?	People must repent in order for God to forgive them. That is, they must change their minds about themselves and confess that they are sinners, and change their minds about God and confess that Jesus died to pay for their sins.
42:10	zjfn	application			To whom are Jesus’ disciples to speak his message?	We are to proclaim God’s message about Jesus to all people groups everywhere.
42:10	nk24	application			How long are Jesus’ disciples to proclaim his message?	We are to continue to proclaim his message until there are disciples among all people groups who obey everything that Jesus commanded us.
42:11	yslx	application			How does Jesus help his disciples to proclaim his message?	Jesus sent the Holy Spirit to give power to his disciples so they can proclaim his message to everyone everywhere.
42:11	qxcy	application			What is Jesus doing as his disciples proclaim his message?	Jesus is in heaven ruling over all things at the right hand of God. This encourages his disciples, as they know that he will enable them to do what he has commanded us. He will cause disciples to believe in him in every people group.
42:1-11	fgtr	summary				The disciples did not understand that the Messiah had to die for the sins of people. Therefore, they were so discouraged when Jesus died that it was difficult for them to believe that he was alive again—even when there was so much proof that he was alive. However, Jesus appeared alive to many of the disciples over a period of 40 days in order to prove to them from the word of God that he was the Messiah and had risen from the dead. He them sent the Holy Spirit to give them power so they could tell people everywhere to repent, believe in him, and obey all that he commanded us. Meanwhile, he is sitting at the right hand of God and ruling over everything.
43:1	kwfh	meaning			Why did the believers constantly gather together in Jerusalem?	They continually gathered together to pray (See: [43:1](43/01)).
43:3	qjsd	meaning			What happened to the believers as they were gathered together during Pentecost?	As the believers were gathered together, the house was filled with the sound of a strong wind and something like flames of fire appeared over their heads. They were all filled with the Holy Spirit and began to speak in other languages (See: [43:3](43/03)).
43:4	xkoq	meaning			What astonished the crowd when they came to see the believers?	They heard the believers speaking in the native language of each person in the crowd (See: [43:4](43/04)).
43:5	g0cy	meaning			How did Peter reply when the crowd said the believers were drunk?	Peter told the crowd that they were not drunk, but that this was the Spirit of God poured out on the believers as the prophet Joel had said long ago (See: [43:5](43/05)).
43:6-7	sm41	meaning			According to Peter, how did God the Father honor Jesus?	God the Father honored Jesus by making him sit at his right hand, and by making him both Lord over everything and the Messiah (See: [43:6](43/06), [43:7](43/07)).
43:11	gc18	meaning			When the people asked Peter what they should do, how did he reply?	Peter told them to repent so that God would forgive them and to be baptized in the name of Jesus Christ (See: [43:11](43/11)).
43:12	xwf9	meaning			How many people believed what Peter preached and became disciples of Jesus that day?	About 3,000 people believed Peter and became disciples of Jesus (See: [43:12](43/12)).
43:13	v2jd	meaning			What did the new believers do together in Jerusalem?	They continued to listen to the teaching of the apostles. They also met, ate, and prayed together. And they continually praised God together and shared everything they had with each other (See: [43:13](43/13)).
43:1	wvu2	application			What was the main thing the believers continually did when they gathered together?	Prayer was very important to the believers. They continually gathered together to pray to God as a group, in addition to praying individually. Perhaps that is why God did such powerful works among them.
43:3-4	nt9o	application			How did the gift of speaking in other languages help the believers proclaim the message of Jesus?	The people in Jerusalem knew the believers could not speak the native languages of everyone in the crowd. When they heard and saw them do this, they knew it was a miracle. Therefore, they were ready to listen to Peter as he preached to them. They could also speak to any person from any language group about Jesus, and that person would understand completely what they said.
43:6-9	ks4x	application			What did Peter tell the crowd about Jesus?	Peter told them that they had crucified Jesus, but that God had raised him from the dead just as the prophets had said he would. Peter and the believers were eyewitnesses of this. Peter also said that God had honored Jesus by making him sit at his right hand in heaven, and that it was Jesus who was sending the Holy Spirit.
43:10	wu2b	application			How did people respond to Peter’s message?	God caused the people to be deeply moved so that they asked Peter what they should do. God will not always cause people to respond in this way, but on that occasion, 3,000 people believed the message and repented.
43:12-13	fo26	application			How did the people of Jerusalem react when they saw that the believers continually met together to pray, praise God, and share with each other?	When everyone in Jerusalem saw how the believers treated each other and praised God, they thought well of them, and many more people became believers.
43:1-13	wo1s	summary				After Jesus went up to heaven, the believers continually met to pray together. Soon God sent the Holy Spirit to do a mighty work in them. He enabled them to speak in the native language of every person to whom they spoke. People were amazed at this. They listened to Peter as he told them that Jesus, whom they had crucified, had become Lord and Messiah and had sent the Holy Spirit to do this. When they heard this, 3,000 immediately believed in Jesus and were baptized. As they continued to meet together, other people saw how they praised God and helped each other. As a result, the church continued to grow.
44:1	bihd	meaning			Why was the crippled man sitting at the gate of the Temple?	He was begging for money from the people who were coming to the Temple (See: [44:1](44/01)).
44:2	gl5x	meaning			What did Peter give the crippled man instead of money?	Peter told him to get up and walk in the name of Jesus (See: [44:2](44/02)).
44:4	e1dr	meaning			According to Peter, whose power healed the crippled man?	Peter said the man was not healed by the power of Peter and John, but by the power of Jesus (See: [44:4](44/04)).
44:5	eisa	meaning			What did Peter tell the people to do?	He told them to repent and turn to God so that God would wash away their sins (See: [44:5](44/05)).
44:6	sd7b	meaning			How many believers were there in Jerusalem after this message by Peter?	The number of believers grew to about 5,000 (See: [44:6](44/06)).
44:7	zk7u	meaning			What did the Jewish leaders do to Peter and John after they healed the man?	The leaders arrested them and brought them before the high priest and the other leaders (See: [44:7](44/07)).
44:8	n8hw	meaning			According to Peter, what was the only way to be saved?	Peter said there is no other way to be saved except through the power of Jesus Christ (See: [44:8](44/08)).
44:9	vpr7	meaning			Why were the leaders shocked that Peter and John spoke so boldly?	Peter and John were ordinary, uneducated men. They should not have been able to speak so powerfully (See: [44:9](44/09)).
44:9	yf7x	meaning			What did the leaders tell Peter and John before they let them go?	The leaders threatened to punish them if they continued to speak to the people about Jesus (See: [44:9](44/09)).
44:1-3	uqhg	application			What did the crippled man have to do in order to be healed?	It appears that the crippled man did not have to do anything to be healed. We do not even know if he believed in Jesus before he was healed. Instead, Peter believed that Jesus would heal the man, and God healed him.
44:3	pwkd	application			How did the healing of the crippled man happen?	The crippled man was immediately and completely healed. One minute, he could not stand, and the next minute, he was able to walk and jump around. The change was so obvious to everyone that the people who saw it were amazed and responded to Peter’s message.
44:4	qj63	application			Who gave the power to heal the crippled man?	Peter was very careful to tell the people that the power to heal the man did not come from Peter and John. Instead, Jesus healed the man because Peter and John believed in Jesus. Peter and John were very humble about the way God used them.
44:5	c7zv	application			Why did Peter tell the crowd that they killed Jesus?	People cannot be saved if they do not repent. Therefore, Peter clearly explained how they had sinned by rejecting Jesus. Although they did not personally kill Jesus, they wanted Pilate to kill him, and so they were guilty of his death. They needed to confess that sin before God would save them, so Peter was not afraid to confront them.
44:8	p4e5	application			Is there any other way to be saved other than through Jesus?	Peter very clearly told the religious leaders that there is no other way to be saved except through Jesus. The works of the leaders would not save them. No other god could save them. Jesus is the only way.
44:9	na8t	application			What did the leaders decide was the reason that Peter and John spoke so boldly?	The leaders realized that they spoke so boldly because they had been with Jesus. It did not matter that they were not educated, and that they did not have important positions among their people. They followed Jesus and learned from him. Therefore, they were able to speak boldly and accurately for him.
44:1-9	ods2	summary				Jesus has gone up to heaven, but he continued to give power to his disciples so they could do his work on earth. Jesus powerfully healed the crippled man through Peter so that many saw and believed Peter’s message. Jesus also enabled Peter and John to speak boldly to the Jewish leaders and to not be afraid of their threats. Instead, with great power, they continued to proclaim the message of Jesus to everyone. As a result, the church in Jerusalem continued to grow.
45:2	gbbv	meaning			What lie did the unbelieving Jews tell about Stephen?	They lied and said he was speaking evil things about Moses and God (See: [45:2](45/02)).
45:3	em1s	meaning			What evil things did Stephen say the people of Israel had done?	In the past, the people of Israel had always disobeyed God, rejected the Holy Spirit, and killed God’s prophets. But Stephen said that they had now done something even worse—they had killed the Messiah (See: [45:3](45/03)).
45:4	s8as	meaning			What did the religious leaders do to Stephen when they heard what he said about them?	They dragged Stephen out of the city and threw stones at him to kill him (See: [45:4](45/04)).
45:5	pfm3	meaning			What did Stephen ask God to do for the religious leaders?	Stephen asked God not to hold it against them that they were stoning him (See: [45:5](45/05)).
45:6	edkj	meaning			What did the believers do when the persecution forced them to leave Jerusalem?	They fled to other places and continued to preach about Jesus everywhere they went (See: [45:6](45/06)).
45:7	aerv	meaning			Who did the Holy Spirit tell Philip to go and meet on the road?	He told Philip to meet an important official from Ethiopia, who was riding in his chariot (See: [45:7](45/07)).
45:8	do4f	meaning			What was the official reading when Philip approached him?	He was reading what the prophet Isaiah wrote about a man who was silent as a lamb when he was killed (See: [45:8](45/08)).
45:10	y9cp	meaning			Who did Philip say Isaiah had written about?	Philip said Isaiah had written about Jesus (See: [45:10](45/10)).
45:11	fwuc	meaning			What did the Ethiopian ask to do when they came to some water?	The Ethiopian asked Philip if he could be baptized (See: [45:11](45/11)).
45:12	pb3h	meaning			What happened to Philip after he baptized the Ethiopian?	The Holy Spirit took Philip away to another place where he continued to tell people about Jesus (See: [45:12](45/12)).
45:2-3	ygk0	application			How did Stephen respond when he was arrested and brought before the high priest and other leaders?	Even though people had lied about Stephen, he boldly proclaimed the message about Jesus. He was not afraid to tell the leaders that they had sinned and disobeyed God.
45:4-5	ka4e	application			What was Stephen’s attitude toward the Jews who killed him?	Stephen did not condemn the people who killed him. Instead, he was gracious to them and asked God not to punish them for killing him. He loved his enemies even as he was dying.
45:6	ewee	application			Did the persecution of the believers stop the message about Jesus?	God used the persecution of the believers to spread the message about Jesus even further than Jerusalem. Before the persecution, the believers only preached in Jerusalem. But after the persecution started, they scattered everywhere and preached the message wherever they went.
45:7	ljrb	application			What was Philip doing when the Holy Spirit told him to go to the wilderness to meet the Ethiopian?	Philip was preaching in Samaria, and many people were believing in Jesus as a result. However, the Holy Spirit sent Philip away from Samaria to meet only the Ethiopian. It seems that it was so important that the Ethiopian believed that God took Philip away from speaking to many other people. Philip obeyed God and went.
45:8-9	p9lr	application			When Philip approached the Ethiopian, how was it exactly the right time for the Ethiopian to hear about Jesus?	The Ethiopian was reading about the Messiah in the book of the prophet Isaiah, but did not know that Isaiah was writing about Jesus. The Holy Spirit brought Philip to the Ethiopian at exactly the right time when he was willing to listen to God’s message. Because Philip came to him then, the Ethiopian quickly believed and was baptized.
45:11	anfv	application			Who suggested that the Ethiopian be baptized?	The Ethiopian himself knew that he should honor Jesus by being baptized in his name. Therefore, he asked Philip to baptize him. Philip did that, and the Ethiopian continued on to his home, happy to know Jesus.
45:1-13	aehq	summary				At first, the Jews approved of the followers of Jesus because of the miracles they did and the way they lived. But they soon turned against the believers. They accused Stephen of saying evil things about Moses and God, and then killed him. After that, they persecuted the believers and forced them to leave Jerusalem and scatter to other places. But God used the persecution to cause the believers to proclaim the message about Jesus to everyone everywhere. Many people believed in Jesus at the preaching Philip and others. But God also sought out individual people, such as the Ethiopian official, who needed to hear about Jesus. Even during the persecution, God was at work to powerfully grow his church.
46:1	ojyw	meaning			What did Saul do to the believers in Jerusalem?	He persecuted them by going from house to house to arrest both men and women and put them in prison (See: [46:1](46/01)).
46:1	t81i	meaning			Why did Saul go to the city of Damascus?	The high priest gave Saul permission to go to Damascus to arrest the followers of Jesus there and bring them back to Jerusalem (See: [46:1](46/01)).
46:3	sa8p	meaning			What happened to Saul as he was traveling to Damascus?	A bright light shone around him and he heard someone say, “Saul! Saul! Why are you persecuting me?” (See: [46:3](46/03)).
46:4	fdou	meaning			Who did God send to Saul so that he could see again?	God sent a disciple in Damascus named Ananias to Saul to make him see again (See: [46:4](46/04)).
46:5	djsk	meaning			Who did Saul tell the Jews in Damascus that Jesus was?	Saul told them that Jesus was the Son of God and the Messiah (See: [46:5](46/05)).
46:7	wfdr	meaning			How did Saul escape from the Jews in Damascus when they wanted to kill him?	Saul’s friends lowered him over the city wall in a basket at night so he could escape (See: [46:7](46/07)).
46:8	bkzq	meaning			What happened when Saul tried to meet with the apostles in Jerusalem?	The apostles were afraid of Saul until Barnabas took him to them and explained how Saul had boldly preached about Jesus in Damascus (See: [46:8](46/08)).
46:9	mwaa	meaning			How were the believers in Antioch different from the believers in Jerusalem?	The believers in Antioch were not Jews (See: [46:9](46/09)).
46:10	xzka	meaning			Who did the Holy Spirit tell the followers of Jesus in Antioch to set apart to do God’s work in other places?	The Holy Spirit told them to set apart Barnabas and Saul to do God’s work, so they sent them out (See: [46:10](46/10)).
46:1	uf95	application			What was Saul’s attitude about the believers before the Lord appeared to him?	Saul hated the believers and tried to destroy them. He guarded the robes of the people who killed Stephen. Later, he arrested believers throughout Jerusalem, and planned to do the same thing in Damascus. He was perhaps the least likely person we would expect God to save and use for his glory.
46:2	wmm7	application			Why do you think Jesus told Saul that he was persecuting Jesus?	Jesus was already in heaven when Saul began to persecute the believers. But the believers represented Jesus on earth, so when Saul persecuted them, it was as if he was persecuting Jesus himself. Jesus cares about what happens to the believers.
46:4	u826	application			What did God tell Ananias that he had chosen Saul to do?	God told Ananias that he had chosen Saul to declare his name to the Jews and to people from other people groups, and to suffer in God’s name. Even though Saul had hated the believers and persecuted them, God had a plan to use Saul to spread the good news about Jesus throughout the world of that day.
46:6-7	b4sq	application			What happened in Damascus when Saul preached about Jesus?	Saul argued boldly with the Jews to prove that Jesus was the Son of God. However, it is not clear if many people believed. Perhaps arguing about Jesus is not the best way to convince people to repent of their sin. After a time, the Jews tried to kill Saul, and he had to escape at night.
46:9	oed7	application			Who went to Antioch to teach the new believers there?	The two people who went to teach the believers at Antioch were Barnabas and Saul. Saul was the one who God said he would send to people of other nations, such as the people at Antioch. And Barnabas was the one who spoke for Saul and convinced the apostles in Jerusalem to accept him. Both men were uniquely prepared to teach people who were not Jews.
46:10	ie2p	application			How did the Holy Spirit send out Barnabas and Saul?	The Holy Spirit spoke to the believers in the church at Antioch in order to send out Barnabas and Saul. The church then prayed for them, placed their hands on them, and supported them as they went out to preach among the other people groups. God did not send them out alone. Instead, he worked through the church so the believers were deeply involved in the work of Barnabas and Saul.
46:1-10	f39z	summary				As the Jews continued to persecute the believers, God did an amazing thing. He chose to set apart Saul, one of the worst persecutors of the church, and cause him to preach boldly about Jesus! He appeared to Saul on the road in blazing light, rebuked him, and made Saul blind. As a result, Saul believed in Jesus and began to boldly proclaim his name. When the Jews drove him out of Damascus, he went to Jerusalem and continued to preach there. Later, he went with Barnabas to Antioch and taught the first believers who were not Jews. And finally, God told the church at Antioch to send out Barnabas and Saul to preach to other people groups everywhere. God continued to spread the message of Jesus.
47:1	axrb	meaning			Who was Paul?	**Paul** was Saul using his Roman name as he traveled through the Roman Empire (See: [47:1](47/01)).
47:2	fdpc	meaning			Where did Paul and Silas meet Lydia?	Paul and Silas met Lydia in Philippi when they went to a place by the river outside the city where people gathered to pray (See: [47:2](47/02)).
47:3	l963	meaning			What did the demon enable the slave girl to do for her masters?	The demon enabled her to predict the future for people. They paid her masters a lot of money for that (See: [47:3](47/03)).
47:4	agoy	meaning			Why was Paul annoyed with the slave girl?	The demon caused her to keep telling people that Paul and Silas were servants of the Most High God (See: [47:4](47/04)).
47:6-7	q4dw	meaning			What did the owners of the slave girl do when Paul forced the demon to leave her?	They became very angry with Paul and Silas, for they realized the girl could no longer tell the future, and people would no longer pay them. So they took Paul and Silas to the authorities, who beat them and put them into jail (See: [47:6](47/06), [47:7](47/07)).
47:9-10	e9xz	meaning			What happened when the earthquake shook the jail during the night?	All the prison doors opened wide, and the chains of all the prisoners fell off. As a result, the jailer thought the prisoners had escaped, and planned to kill himself (See: [47:9](47/09), [47:10](47/10)).
47:11	edn5	meaning			What did the jailer ask Paul and Silas when they stopped him from killing himself?	The jailer asked them what he must do in order to be saved (See: [47:11](47/11)).
47:12	fmn4	meaning			Why did Paul and Silas baptize the jailer and his whole family?	Paul and Silas baptized them because they all believed in Jesus (See: [47:12](47/12)).
47:13-14	n6il	meaning			What did Paul do after he and Silas were released from jail in Philippi?	Paul traveled to many cities to preach the good news about Jesus. He also wrote many letters to teach and encourage the believers in the churches. Some of his letters became books of the Bible (See: [47:13](47/13), [47:14](47/14)).
47:1	h85s	application			Why did Paul and Silas go to the river in Philippi?	When Paul and Silas arrived in Philippi, they looked for a place where people would be willing to hear about Jesus. They went to the river because that was the place where people went to pray to God.
47:1-2	co1t	application			Why did Lydia need to believe in Jesus if she already loved and worshiped God?	Lydia perhaps followed the Jewish religion. She knew about God, but she did not know about Jesus. When Paul and Silas told her about Jesus, she believed in him and was baptized. It is not enough for a person to believe in God. They must also believe in Jesus, whom God sent, in order to be saved from their sins.
47:3-5	a4ry	application			Why was Paul so annoyed by the demon that was speaking the truth about Paul and Silas?	Demons are evil, and the enemies of God. Therefore, Paul was not willing to have them speak about God—even if what they said at that time was true. There can be no friendship between demons and the servants of God.
47:8	u8g6	application			What were Paul and Silas doing in the middle of the night while they were in jail?	Even though the authorities beat Paul and Silas and threw them into jail, they were singing songs of praise to God. They trusted God completely, and were able to praise him in the most difficult situations.
47:10	mk8d	application			Why did Paul stop the jailer from killing himself?	Paul had mercy on the jailer. Because he thought the prisoners had escaped, the jailer was so afraid that he planned to kill himself. But Paul and Silas remained in the prison instead of escaping so that they could tell the jailer about Jesus. As a result, the jailer and his whole family believed.
47:14	l06k	application			To whom did Paul write the letters that became books of the Bible?	Paul wrote all of his letters to the believers in the churches of that time. However, the Holy Spirit guided Paul so that some of his books are also written to us today to encourage and teach us. Therefore, each book of the Bible has both an ancient and a modern audience.
47:1-14	z79w	summary				Paul never forgot that God saved him from persecuting the believers and enabled him to proclaim the message about Jesus to people in many different people groups. Because God was so gracious to him, Paul was willing to go anywhere for God, and to praise him even when he was suffering. As a result, God used Paul powerfully to preach to people in many cities throughout the world. In addition, Paul wrote many letters to believers in different cities to teach and encourage them. Many of these letters became books of the Bible and continue to teach and encourage us today. Therefore, Pauls’ ministry extended to places he never visited, and continues long after his death, even to today.
48:1	ll4l	meaning			What was the world like when God rested from its creation?	Everything was perfect, and there was no sin, sickness, or death. Adam and Eve loved each other and they loved God (See: [48:1](48/01)).
48:2	y6l3	meaning			Why do people die?	Everyone dies because Adam and Eve sinned against God (See: [48:2](48/02)).
48:4	ncuv	meaning			What did God promise that the Messiah would do to Satan?	God promised that the Messiah would take away Satan’s power forever (See: [48:4](48/04)).
48:6	igol	meaning			What did the sacrifices that the priest offered to God accomplish?	These sacrifices showed people that they had sinned, and that they deserved God's punishment (See: [48:6](48/06)).
48:7	sxh7	meaning			Who did God say he would bless through Abraham?	God said he would bless all the people groups on earth through Abraham (See: [48:7](48/07)).
48:8	sook	meaning			Why do we call Jesus the “Lamb of God?”	God gave Abraham a lamb to sacrifice instead of his son, Isaac. In the same way, Jesus died in our place as a sacrifice for our sins. That is why he is called the “Lamb of God” (See: [48:8](48/08)).
48:9-10	r0s9	meaning			How is Jesus like the Passover lamb?	Just as God spared the Jews who put the blood of the lamb on their doors, he will not punish the person for whom Jesus shed his blood (See: [48:9](48/09), [48:10](48/10)).
48:12	segw	meaning			Why is Jesus a greater prophet than Moses?	Everything Jesus did and said were the actions and words of God (See: [48:12](48/12)).
48:13	i5bu	meaning			Why is Jesus able to rule forever?	Jesus is the descendant of King David and also the Messiah. Therefore, he will rule forever (See: [48:13](48/13)).
48:1-3	a4u0	application			Why is there evil, suffering, and death in the world?	People do evil things, suffer, and die because Adam and Eve sinned against God. They became sinners because of that, and so did all of their descendants. As a result, every person in the world is a sinner.
